occ_code,title,JobFamily,major_group_title,observed_exposure,salary_pct,forecast_risk,auto_prob,job_zone_norm,urgency_score,retraining_label
53-2021,Air Traffic Controllers,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.9776785714285714,0.7038690476190477,0.11,0.6,0.25796726190476194,Low
53-2022,Airfield Operations Specialists,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0476,0.5520833333333334,0.8504464285714286,0.71,0.6,0.43365160714285717,Medium
53-2031,Flight Attendants,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0913,0.6160714285714286,0.2723214285714286,0.35,0.6,0.23460035714285715,Low
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.06696428571428571,0.6614583333333333,0.25,0.4,0.3053645833333333,Low
53-3031,Driver/Sales Workers,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0281,0.05803571428571429,0.10788690476190477,0.98,0.4,0.3242117261904762,Low
53-3032,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.4330357142857143,0.011904761904761862,0.79,0.4,0.25097619047619046,Low
53-3033,Light Truck Drivers,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.19642857142857142,0.0401785714285714,0.69,0.4,0.23804464285714283,Low
53-4011,Locomotive Engineers,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.6949404761904762,0.6421130952380952,0.96,0.4,0.44252827380952375,Medium
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.5595238095238095,0.9389880952380952,0.91,0.4,0.5067470238095239,Medium
53-4031,Railroad Conductors and Yardmasters,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.7113095238095238,0.5974702380952381,0.83,0.4,0.40536755952380954,Medium
53-4041,Subway and Streetcar Operators,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.7544642857142857,0.8668154761904762,0.86,0.4,0.4787038690476191,Medium
53-5011,Sailors and Marine Oilers,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.3943452380952381,0.5818452380952381,0.83,0.4,0.40146130952380954,Medium
53-5021,"Captains, Mates, and Pilots of Water Vessels",Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.7633928571428571,0.6063988095238095,-0.01,0.4,0.23959970238095238,Low
53-5022,Motorboat Operators,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.53125,0.9672619047619048,0.62,0.4,0.45581547619047613,Medium
53-5031,Ship Engineers,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.7805059523809523,0.8504464285714286,0.04,0.6,0.28061160714285716,Low
53-6011,Bridge and Lock Tenders,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.5327380952380952,0.9553571428571429,0.97,0.2,0.5528392857142858,Medium
53-6021,Parking Attendants,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.04017857142857143,0.2008928571428571,0.87,0.4,0.3142232142857143,Low
53-6031,Automotive and Watercraft Service Attendants,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.04389880952380952,0.2366071428571429,0.83,0.4,0.3151517857142857,Low
53-6041,Traffic Technicians,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.46875,0.8794642857142857,0.9,0.6,0.45986607142857144,Medium
53-6051,Transportation Inspectors,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.8080357142857143,0.6205357142857143,-0.01,0.6,0.21313392857142857,Low
53-6061,Passenger Attendants,Transportation and Material Moving,Transportation and Material Moving Occupations,0.1169,0.0818452380952381,0.6063988095238095,0.75,0.4,0.43835970238095234,Medium
53-7011,Conveyor Operators and Tenders,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.20089285714285715,0.6614583333333333,0.93,0.2,0.4713645833333333,Medium
53-7021,Crane and Tower Operators,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.5848214285714286,0.48809523809523814,0.9,0.6,0.3620238095238096,Medium
53-7031,Dredge Operators,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.4538690476190476,0.9836309523809523,0.92,0.4,0.519907738095238,Medium
53-7041,Hoist and Winch Operators,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.45535714285714285,0.9553571428571429,0.65,0.4,0.45883928571428567,Medium
53-7051,Industrial Truck and Tractor Operators,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.23883928571428573,0.07291666666666663,0.93,0.4,0.29422916666666665,Low
53-7061,Cleaners of Vehicles and Equipment,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.05357142857142857,0.0848214285714286,0.37,0.4,0.18520535714285713,Low
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.10639880952380952,0.004464285714285698,0.85,0.4,0.2611160714285714,Low
53-7063,Machine Feeders and Offbearers,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.13988095238095238,0.39657738095238093,0.93,0.4,0.37514434523809526,Medium
53-7064,"Packers and Packagers, Hand",Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.05505952380952381,0.055059523809523836,0.38,0.4,0.17976488095238097,Low
53-7071,Gas Compressor and Gas Pumping Station Operators,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.7351190476190477,0.9553571428571429,0.91,0.4,0.5108392857142857,Medium
53-7072,"Pump Operators, Except Wellhead Pumpers",Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.44494047619047616,0.7864583333333334,0.9,0.4,0.4666145833333334,Medium
53-7073,Wellhead Pumpers,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.5744047619047619,0.7730654761904762,0.84,0.4,0.4512663690476191,Medium
53-7081,Refuse and Recyclable Material Collectors,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.2857142857142857,0.22023809523809523,0.93,0.4,0.33105952380952386,Medium
53-7121,"Tank Car, Truck, and Ship Loaders",Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.3117559523809524,0.8348214285714286,0.72,0.4,0.4427053571428571,Medium
